X,Y,Z
0.3830002546310425,3.457244175448004e+76,3283.0
0.3806711435317993,3.318078052285954e+76,3267.0
0.3860950469970703,3.230597727165749e+76,3221.0
0.3853555917739868,3.1033950911212255e+76,3337.0
0.3731292486190796,2.904379784338346e+76,3415.0
0.3836348056793213,2.850214188834099e+76,3361.0
0.381771445274353,2.7188125303121883e+76,3425.0
0.3869081735610962,2.6309726242073154e+76,3393.0
0.3795667886734009,2.4682846593207682e+76,3437.0
0.3828010559082031,2.3699630710390245e+76,3412.0
0.40385544300079346,2.3754320148442214e+76,3215.0
0.3980753421783447,2.2242251050055603e+76,3274.0
0.39219117164611816,2.0740755427072276e+76,3299.0
0.3898090124130249,1.945055676849594e+76,3386.0
0.37740278244018555,1.762116607832294e+76,3478.0
0.4029240608215332,1.7866716409849055e+76,3089.0
0.3921668529510498,1.6147153209292533e+76,3323.0
0.386751651763916,1.4730983876394577e+76,3435.0
0.3858093023300171,1.3560150920885986e+76,3480.0
0.39029157161712646,1.2671978987010202e+76,3376.0
0.3855494260787964,1.1321486672348305e+76,3448.0
0.3899238109588623,1.0432286378266849e+76,3344.0
0.3315095901489258,6.504709584698743e+75,3826.0
0.28014957904815674,3.010307097094253e+75,4270.0
0.30729377269744873,3.2749683642546308e+75,3686.0
0.3540228605270386,4.403010492413121e+75,3066.0
0.37762176990509033,4.416820886853049e+75,2634.0
0.3825960159301758,3.5708324266488487e+75,2088.0
0.004490017890930176,3.880751032760012e+75,1244.0
0.10097669064998627,2.4616044590317096e+75,2610.0
0.0008914768695831299,3.339112332083409e+75,3496.0
0.16903093457221985,2.8708935463256704e+75,1018.0
0.05199706554412842,7.956284876355734e+75,4851.0
0.37285876274108887,2.5801315999183174e+76,3019.0
0.40495455265045166,2.602479109501908e+76,2447.0
0.37731754779815674,2.3911755884358853e+76,2810.0
0.38565587997436523,2.3197866849232225e+76,3019.0
0.3968275785446167,2.257997765491628e+76,3232.0
0.3850741386413574,2.112063789861915e+76,3663.0
0.3999977111816406,2.06270491560089e+76,3611.0
0.39288485050201416,1.9351019782682528e+76,3729.0
0.39432811737060547,1.8379412637220392e+76,3691.0
0.3986046314239502,1.7503270447227064e+76,3687.0
0.4095801115036011,1.684191060354586e+76,3540.0
0.39739084243774414,1.5432249617452926e+76,3785.0
0.39959681034088135,1.449024751294535e+76,3709.0
0.39788568019866943,1.3429462902936333e+76,3742.0
0.40483522415161133,1.2630534000197724e+76,3635.0
0.4098111391067505,1.176762935969754e+76,3609.0
0.4011443853378296,1.0516273729560944e+76,3763.0
0.40018415451049805,9.49168532826767e+75,3756.0
0.39234817028045654,8.287330590752717e+75,3926.0
0.4020003080368042,7.552046141951038e+75,3781.0
0.39697206020355225,6.433873511068458e+75,3801.0
0.39970409870147705,5.5163898604578545e+75,3802.0
0.4131636619567871,4.854091379273485e+75,3594.0
0.4079744815826416,3.742289060268993e+75,3753.0
0.39192402362823486,2.3954822781562826e+75,3925.0
0.39249229431152344,1.435935934435164e+75,3933.0
0.36841726303100586,1.4431196171202209e+76,4306.0
0.4062836170196533,1.4253307109986856e+76,3781.0
0.4057314395904541,1.3266671411854584e+76,3780.0
0.41696882247924805,1.2507222223656204e+76,3640.0
0.4183002710342407,1.1552324206099649e+76,3632.0
0.4077209234237671,1.0387041980090464e+76,3773.0
0.4218086004257202,9.656711259729193e+75,3510.0
0.4170553684234619,8.60185007352231e+75,3692.0
0.40035176277160645,7.36870987743148e+75,3913.0
0.40142548084259033,6.425092764278754e+75,3812.0
0.3845860958099365,5.226566551553665e+75,4078.0
0.4044235944747925,4.549218812460119e+75,3875.0
0.40038609504699707,3.5389843181315836e+75,3892.0
0.42513561248779297,2.8861567583715977e+75,3501.0
0.3871746063232422,1.4795860292054409e+75,4010.0
0.4118485450744629,8.035202894958111e+74,3621.0
0.4235501289367676,7.2004073418918186e+75,3544.0
0.41926801204681396,6.194129273656581e+75,3645.0
0.4169274568557739,5.211630309740917e+75,3659.0
0.4065556526184082,4.168030185417116e+75,3731.0
0.4270637035369873,3.368741529150181e+75,3511.0
0.400618314743042,2.2252256856821863e+75,3791.0
0.41405200958251953,1.360568864328211e+75,3712.0
0.4174567461013794,4.241433708688407e+74,3691.0
0.40382933616638184,3.0215823938291755e+75,3763.0
0.4131336212158203,2.11235495728592e+75,3578.0
0.3914070129394531,1.0860462957157096e+75,3888.0
0.41361379623413086,2.0828262669003233e+74,3599.0
0.40078413486480713,1.0388594873018491e+75,3781.0
0.4139026403427124,1.1294341241248084e+74,3685.0
0.4189751148223877,6.858955519440462e+73,3564.0
0.3980001211166382,3.0132727990674263e+72,3910.0
0.38897740840911865,0.00012038368731737137,3940.0
0.20891976356506348,0.006125067360699177,6671.0
0.41386252641677856,0.00022809766232967377,8113.0
0.24679964780807495,0.001676063984632492,4697.0
0.20370447635650635,0.004774050787091255,3210.0
0.18358594179153442,0.008171455934643745,3545.0
0.20142114162445068,0.012878432869911194,3854.0
0.20523911714553833,0.0015188828110694885,3941.0
0.180070698261261,0.00431518629193306,4398.0
0.17585903406143188,0.00803852453827858,4273.0
0.1945803165435791,0.013182386755943298,3972.0
0.1953076720237732,0.017291754484176636,3913.0
0.20398789644241333,0.02201465144753456,3711.0
0.1946958303451538,0.025377750396728516,3825.0
0.19535088539123535,0.029504980891942978,3882.0
0.18104618787765503,0.0009992197155952454,3876.0
0.08413815498352051,0.026643212884664536,3617.0
0.01914680004119873,0.0232534296810627,1591.0
0.24397319555282593,0.023517552763223648,1268.0
0.23967325687408447,0.025926239788532257,701.0
0.18176385760307312,0.021712154150009155,3038.0
3.054598346352577e-05,1.090715522877872e-05,0.0
2.9028858989477158e-05,2.24421382881701e-05,0.0
0.23281073570251465,0.040400221943855286,5173.0
2.579321153461933e-05,4.548465949483216e-05,0.0
2.4074921384453773e-05,5.6991411838680506e-05,0.0
0.09866070747375488,0.023928944021463394,2372.0
0.05787578225135803,0.019311871379613876,3446.0
0.0536331832408905,0.0204307958483696,3969.0
0.033630818128585815,0.018725667148828506,127.0
0.028416305780410767,0.01947847753763199,4059.0
0.05071958899497986,0.025351572781801224,3954.0
0.03467881679534912,0.02404896914958954,19.0
0.044157564640045166,0.027667980641126633,3753.0
0.03401622176170349,0.027357202023267746,4055.0
0.030735939741134644,0.02838500589132309,3735.0
0.03819990158081055,0.00047487765550613403,175.0
0.03197452425956726,0.0008353888988494873,3963.0
0.026729345321655273,0.0013504698872566223,436.0
0.02148786187171936,0.0018067210912704468,3575.0
0.1159859299659729,0.02731436863541603,2777.0
0.07779841125011444,0.019285209476947784,3027.0
0.05618511140346527,0.015020474791526794,2390.0
0.048173293471336365,0.01404913142323494,2505.0
0.05273666977882385,0.016349196434020996,2282.0
0.0485990047454834,0.01632508635520935,1938.0
0.03965334594249725,0.014904923737049103,2020.0
0.02303999662399292,0.011178310960531235,2175.0
0.04198427498340607,0.017660681158304214,2077.0
0.03499072790145874,0.016624506562948227,2729.0
0.044272974133491516,0.020476803183555603,2286.0
0.02678591012954712,0.016100212931632996,2415.0
0.01030893623828888,0.011825449764728546,2748.0
0.03954014182090759,0.022187303751707077,3237.0
0.02593649923801422,0.01874176412820816,2883.0
0.033222660422325134,0.02217838168144226,3485.0
0.022507980465888977,0.01951807737350464,3632.0
0.0391959547996521,0.026332061737775803,3355.0
0.030382782220840454,0.02425849810242653,3448.0
0.030057251453399658,0.025161445140838623,3566.0
0.03629063069820404,0.028493918478488922,3238.0
0.021904855966567993,0.024139195680618286,3672.0
0.025314703583717346,0.026425767689943314,3940.0
0.024045124650001526,0.026935532689094543,3839.0
0.02463352680206299,0.028170637786388397,3830.0
0.008522287011146545,0.022674039006233215,116.0
0.015606701374053955,0.02648872509598732,93.0
0.008808717131614685,0.0246090330183506,103.0
0.054411381483078,0.018355734646320343,3732.0
0.05228429287672043,0.01824309676885605,3919.0
0.058406129479408264,0.021718934178352356,3788.0
0.060836777091026306,0.023641172796487808,3752.0
0.04958067834377289,0.01941480115056038,3697.0
0.05655457079410553,0.023403558880090714,3787.0
0.05260913819074631,0.022405259311199188,3663.0
0.04415999352931976,0.01922423020005226,3868.0
0.048371538519859314,0.022008825093507767,3618.0
0.03817238658666611,0.01783229410648346,150.0
0.040574051439762115,0.019747458398342133,3926.0
0.043850451707839966,0.02214084193110466,3801.0
0.030171923339366913,0.01595078781247139,136.0
0.030784204602241516,0.01694810763001442,13.0
0.027845047414302826,0.01609737053513527,262.0
0.03816433995962143,0.022254131734371185,69.0
0.020245887339115143,0.013349540531635284,183.0
0.03578004986047745,0.022462498396635056,3967.0
0.011849142611026764,0.009947147220373154,718.0
0.013351961970329285,0.011358454823493958,463.0
0.02266179770231247,0.0172419473528862,336.0
0.36481428146362305,3.335651278834152e+76,3478.0
0.38414669036865234,3.3410049634753576e+76,3270.0
0.3869668245315552,3.236270962662811e+76,3313.0
0.38623011112213135,3.109008971599705e+76,3257.0
0.3994511365890503,3.071037633723567e+76,3165.0
0.38275468349456787,2.8447183282181498e+76,3370.0
0.3702934980392456,2.6481351968478795e+76,3566.0
0.3939932584762573,2.6739898288375916e+76,3232.0
0.3742368221282959,2.4363806466580942e+76,3522.0
0.3881469964981079,2.4015075027170308e+76,3349.0
0.37704718112945557,2.219511902425337e+76,3578.0
0.3909057378768921,2.183128656383596e+76,3279.0
0.3957862854003906,2.0943818608087548e+76,3260.0
0.39071035385131836,1.9500718660944415e+76,3315.0
0.3882483243942261,1.8215786034830682e+76,3295.0
0.3965801000595093,1.752412062294072e+76,3158.0
0.40852391719818115,1.7017111434559137e+76,3165.0
0.40406334400177,1.563763178524072e+76,3133.0
0.3766740560531616,1.3089113634463877e+76,3589.0
0.37838518619537354,1.206764137164618e+76,3537.0
0.4020768404006958,1.214714258781486e+76,3216.0
0.38256001472473145,1.0070282880631337e+76,3453.0
0.32874131202697754,6.370822607317353e+75,3913.0
0.3115983009338379,4.50655739285402e+75,3786.0
0.33139991760253906,4.402948376696e+75,3401.0
0.33543646335601807,3.5478427095676893e+75,3364.0
0.355266809463501,3.40565293133111e+75,2843.0
0.38539671897888184,3.695346832491297e+75,2050.0
0.10703499615192413,2.8997721784772288e+75,1448.0
0.10285201668739319,2.542091762209688e+75,2527.0
0.09300307929515839,1.9527292109816145e+75,2875.0
