X,Y,Z
0.026771925389766693,2.6088860006356336e+74,2623.0
0.021752480417490005,1.687090052635726e+75,3326.0
0.01247117668390274,1.2603486056264652e+75,2599.0
0.012715011835098267,1.2097670007282772e+75,2851.0
0.004182316362857819,6.034960336688604e+74,3071.0
0.027721714228391647,6.386272166514644e+73,3382.0
0.007250763475894928,6.764807072087306e+74,2983.0
0.02163555473089218,1.4897656737078103e+75,3212.0
0.0005709826946258545,1.5683614670276212e+74,3313.0
0.002541549503803253,2.1943843694132593e+74,3210.0
0.01256292313337326,7.47271056769468e+74,3417.0
0.01457338035106659,7.993775162511501e+74,3069.0
0.030764974653720856,1.6936145754087497e+75,3939.0
0.02733469009399414,1.4511435011511703e+75,3781.0
0.010708414018154144,3.952069365916279e+74,3359.0
0.014970365911722183,6.868085235779826e+74,3952.0
0.030543304979801178,1.4772614347640125e+75,3832.0
0.02706281840801239,1.2447103268025045e+75,3758.0
0.001446366310119629,1.488002061836632e+75,3733.0
0.02278636395931244,9.335110153848646e+74,3778.0
0.02567780762910843,1.0346761662974007e+75,3729.0
0.001933552324771881,1.3582869744423034e+75,3525.0
0.01673232391476631,5.114966175844355e+74,40.0
0.027022700756788254,9.632195825346246e+74,3747.0
0.027160998433828354,9.239214701951458e+74,3741.0
0.02543867751955986,7.990140961700769e+74,3829.0
0.02184293046593666,5.92258480859272e+74,3969.0
0.02476334571838379,6.809664109749977e+74,3736.0
0.00018687546253204346,9.293136752081493e+74,3777.0
0.026885081082582474,6.858267501601517e+74,4026.0
0.026069778949022293,6.070150615874302e+74,3930.0
0.01771540939807892,2.1756892639963904e+74,3974.0
0.011211313307285309,8.207815571091343e+74,248.0
0.024534206837415695,4.1541201470143063e+74,3965.0
0.02843451499938965,5.260737529075772e+74,3811.0
0.0219062902033329,2.3082265186078363e+74,164.0
0.027714084833860397,4.097226032363685e+74,91.0
0.004197083413600922,6.511577685032093e+74,3875.0
0.026978477835655212,2.9563371660989375e+74,4038.0
0.025170672684907913,1.8865104056573325e+74,114.0
0.0007258579134941101,3.831396644634113e+74,3782.0
0.0037137940526008606,4.382317762788003e+74,3732.0
0.002864338457584381,3.616681158989725e+74,4056.0
0.02266836166381836,8.469017553574965e+74,63.0
0.002113655209541321,2.4283837657097266e+74,3891.0
0.030567936599254608,1.0934695552708295e+74,4051.0
0.015858985483646393,5.662337208221114e+74,3875.0
0.013070449233055115,4.273880543701256e+74,4090.0
0.012211263179779053,3.484260371347881e+74,3889.0
0.015233397483825684,3.801686783406913e+74,3866.0
0.021180227398872375,4.880487970895079e+74,4012.0
0.02129422128200531,4.316447064295087e+74,3855.0
0.03896696865558624,8.323680794683823e+74,3720.0
0.02444440871477127,3.9283855919681207e+74,4065.0
0.041181780397892,7.436679138172967e+74,3851.0
0.04914286732673645,8.611858899802596e+74,3867.0
0.0005019009113311768,1.1046482275568968e+75,3901.0
0.06020133197307587,9.537512492651213e+74,3999.0
0.018474861979484558,1.321347318237267e+75,3846.0
0.049649231135845184,5.596874144121806e+74,3397.0
0.004007816314697266,8.260978429123231e+74,3393.0
0.0070953816175460815,7.975166328923967e+74,3025.0
0.04570724070072174,1.4412731411569664e+75,3766.0
0.06167043745517731,1.6162203329920003e+75,3117.0
0.11225633323192596,5.715625160405538e+74,118.0
0.06364879012107849,1.7046977016438287e+75,755.0
0.13223853707313538,2.6060127173596353e+75,1259.0
0.1315537393093109,2.3329813573171873e+75,981.0
0.18738755583763123,2.9041470229428006e+75,3857.0
0.191677987575531,2.6659103857485506e+75,3755.0
0.18801331520080566,2.3144846771077886e+75,3595.0
0.16942012310028076,1.7764469625876233e+75,3710.0
0.17167308926582336,1.5180718922717318e+75,3937.0
0.24257636070251465,2.046512297137538e+75,4000.0
0.22393503785133362,1.5099204984770254e+75,3484.0
0.18931815028190613,8.369903084045719e+74,2897.0
0.20946809649467468,7.296383889308581e+74,3115.0
0.1957188844680786,2.97429896096646e+74,2810.0
